1 		0 		0.00675305 		0 		0 		0 		0
2 		0 		0.0338791 		0 		0 		0 		0
3 		0 		0.0761381 		0 		0 		0 		0
4 		0 		0.123862 		0 		0 		0 		0
5 		0 		0.166121 		0 		0 		0 		0
6 		0 		0.193247 		0 		0 		0 		0
7 		0 		0.206753 		0 		0 		0 		0
8 		0 		0.233879 		0 		0 		0 		0
9 		0 		0.276138 		0 		0 		0 		0
10 		0 		0.323862 		0 		0 		0 		0
11 		0 		0.366121 		0 		0 		0 		0
12 		0 		0.393247 		0 		0 		0 		0
13 		0 		0.406753 		0 		0 		0 		0
14 		0 		0.433879 		0 		0 		0 		0
15 		0 		0.476138 		0 		0 		0 		0
16 		0 		0.523862 		0 		0 		0 		0
17 		0 		0.566121 		0 		0 		0 		0
18 		0 		0.593247 		0 		0 		0 		0
19 		0 		0.606753 		0 		0 		0 		0
20 		0 		0.633879 		0 		0 		0 		0
21 		0 		0.676138 		0 		0 		0 		0
22 		0 		0.723862 		0 		0 		0 		0
23 		0 		0.766121 		0 		0 		0 		0
24 		0 		0.793247 		0 		0 		0 		0
25 		0 		0.806753 		0 		0 		0 		0
26 		0 		0.833879 		0 		0 		0 		0
27 		0 		0.876138 		0 		0 		0 		0
28 		0 		0.923862 		0 		0 		0 		0
29 		0 		0.966121 		0 		0 		0 		0
30 		0 		0.993247 		0 		0 		0 		0
31 		0 		1.00675 		0 		0 		0 		0
32 		0 		1.03388 		0 		0 		0 		0
33 		0 		1.07614 		0 		0 		0 		0
34 		0 		1.12386 		0 		0 		0 		0
35 		0 		1.16612 		0 		0 		0 		0
36 		0 		1.19325 		0 		0 		0 		0
37 		0 		1.20675 		0 		0 		0 		0
38 		0 		1.23388 		0 		0 		0 		0
39 		0 		1.27614 		0 		0 		0 		0
40 		0 		1.32386 		0 		0 		0 		0
41 		0 		1.36612 		0 		0 		0 		0
42 		0 		1.39325 		0 		0 		0 		0
43 		0 		1.40675 		0 		0 		0 		0
44 		0 		1.43388 		0 		0 		0 		0
45 		0 		1.47614 		0 		0 		0 		0
46 		0 		1.52386 		0 		0 		0 		0
47 		0 		1.56612 		0 		0 		0 		0
48 		0 		1.59325 		0 		0 		0 		0
49 		0 		1.60675 		0 		0 		0 		0
50 		0 		1.63388 		0 		0 		0 		0
51 		0 		1.67614 		0 		0 		0 		0
52 		0 		1.72386 		0 		0 		0 		0
53 		0 		1.76612 		0 		0 		0 		0
54 		0 		1.79325 		0 		0 		0 		0
55 		0 		1.80675 		0 		0 		0 		0
56 		0 		1.83388 		0 		0 		0 		0
57 		0 		1.87614 		0 		0 		0 		0
58 		0 		1.92386 		0 		0 		0 		0
59 		0 		1.96612 		0 		0 		0 		0
60 		0 		1.99325 		0 		0 		0 		0
61 		0 		2.00675 		0 		0 		0 		0
62 		0 		2.03388 		0 		0 		0 		0
63 		0 		2.07614 		0 		0 		0 		0
64 		0 		2.12386 		0 		0 		0 		0
65 		0 		2.16612 		0 		0 		0 		0
66 		0 		2.19325 		0 		0 		0 		0
67 		0 		2.20675 		0 		0 		0 		0
68 		0 		2.23388 		0 		0 		0 		0
69 		0 		2.27614 		0 		0 		0 		0
70 		0 		2.32386 		0 		0 		0 		0
71 		0 		2.36612 		0 		0 		0 		0
72 		0 		2.39325 		0 		0 		0 		0
73 		0 		2.40675 		0 		0 		0 		0
74 		0 		2.43388 		0 		0 		0 		0
75 		0 		2.47614 		0 		0 		0 		0
76 		0 		2.52386 		0 		0 		0 		0
77 		0 		2.56612 		0 		0 		0 		0
78 		0 		2.59325 		0 		0 		0 		0
79 		0 		2.60675 		0 		0 		0 		0
80 		0 		2.63388 		0 		0 		0 		0
81 		0 		2.67614 		0 		0 		0 		0
82 		0 		2.72386 		0 		0 		0 		0
83 		0 		2.76612 		0 		0 		0 		0
84 		0 		2.79325 		0 		0 		0 		0
85 		0 		2.80675 		0 		0 		0 		0
86 		0 		2.83388 		0 		0 		0 		0
87 		0 		2.87614 		0 		0 		0 		0
88 		0 		2.92386 		0 		0 		0 		0
89 		0 		2.96612 		0 		0 		0 		0
90 		0 		2.99325 		0 		0 		0 		0
91 		0 		3.00675 		0 		0 		0 		0
92 		0 		3.03388 		0 		0 		0 		0
93 		0 		3.07614 		0 		0 		0 		0
94 		0 		3.12386 		0 		0 		0 		0
95 		0 		3.16612 		0 		0 		0 		0
96 		0 		3.19325 		0 		0 		0 		0
97 		0 		3.20675 		0 		0 		0 		0
98 		0 		3.23388 		0 		0 		0 		0
99 		0 		3.27614 		0 		0 		0 		0
100 		0 		3.32386 		0 		0 		0 		0
101 		0 		3.36612 		0 		0 		0 		0
102 		0 		3.39325 		0 		0 		0 		0
103 		0 		3.40675 		0 		0 		0 		0
104 		0 		3.43388 		0 		0 		0 		0
105 		0 		3.47614 		0 		0 		0 		0
106 		0 		3.52386 		0 		0 		0 		0
107 		0 		3.56612 		0 		0 		0 		0
108 		0 		3.59325 		0 		0 		0 		0
109 		0 		3.60675 		0 		0 		0 		0
110 		0 		3.63388 		0 		0 		0 		0
111 		0 		3.67614 		0 		0 		0 		0
112 		0 		3.72386 		0 		0 		0 		0
113 		0 		3.76612 		0 		0 		0 		0
114 		0 		3.79325 		0 		0 		0 		0
115 		0 		3.80675 		0 		0 		0 		0
116 		0 		3.83388 		0 		0 		0 		0
117 		0 		3.87614 		0 		0 		0 		0
118 		0 		3.92386 		0 		0 		0 		0
119 		0 		3.96612 		0 		0 		0 		0
120 		0 		3.99325 		0 		0 		0 		0
1 		0 		0.00675305 		0 		31251.2 		0 		0.00422046
2 		0 		0.0338791 		0 		31234 		0 		0.0211734
3 		0 		0.0761381 		0 		31161.4 		0 		0.0475841
4 		0 		0.123862 		0 		31012.7 		0 		0.0774101
5 		0 		0.166121 		0 		30822.2 		0 		0.103821
6 		0 		0.193247 		0 		30671.1 		0 		0.120774
7 		0 		0.206753 		0 		30587.6 		0 		0.129215
8 		0 		0.233879 		0 		30403.1 		0 		0.146168
9 		0 		0.276138 		0 		30071.8 		0 		0.172579
10 		0 		0.323862 		0 		29634.5 		0 		0.202405
11 		0 		0.366121 		0 		29192.5 		0 		0.228816
12 		0 		0.393247 		0 		28882.2 		0 		0.245769
13 		0 		0.406753 		0 		28720.1 		0 		0.25421
14 		0 		0.433879 		0 		28379.6 		0 		0.271164
15 		0 		0.476138 		0 		27809.8 		0 		0.297575
16 		0 		0.523862 		0 		27110.8 		0 		0.327402
17 		0 		0.566121 		0 		26444.6 		0 		0.353813
18 		0 		0.593247 		0 		25994.5 		0 		0.370767
19 		0 		0.606753 		0 		25764 		0 		0.379208
20 		0 		0.633879 		0 		25288.7 		0 		0.396162
21 		0 		0.676138 		0 		24516.6 		0 		0.422574
22 		0 		0.723862 		0 		23600.6 		0 		0.452401
23 		0 		0.766121 		0 		22753.3 		0 		0.478813
24 		0 		0.793247 		0 		22192.8 		0 		0.495767
25 		0 		0.806753 		0 		21909.2 		0 		0.504209
26 		0 		0.833879 		0 		21330.8 		0 		0.521163
27 		0 		0.876138 		0 		20408.1 		0 		0.547575
28 		0 		0.923862 		0 		19337.8 		0 		0.577404
29 		0 		0.966121 		0 		18368.5 		0 		0.603817
30 		0 		0.993247 		0 		17737.3 		0 		0.620771
31 		0 		1.00675 		0 		17420.8 		0 		0.629213
32 		0 		1.03388 		0 		16781 		0 		0.646167
33 		0 		1.07614 		0 		15775.5 		0 		0.672581
34 		0 		1.12386 		0 		14631.4 		0 		0.70241
35 		0 		1.16612 		0 		13615 		0 		0.728824
36 		0 		1.19325 		0 		12962.9 		0 		0.745778
37 		0 		1.20675 		0 		12638.8 		0 		0.75422
38 		0 		1.23388 		0 		11989.5 		0 		0.771175
39 		0 		1.27614 		0 		10984.8 		0 		0.797589
40 		0 		1.32386 		0 		9865.38 		0 		0.827419
41 		0 		1.36612 		0 		8892.61 		0 		0.853833
42 		0 		1.39325 		0 		8279.65 		0 		0.870789
43 		0 		1.40675 		0 		7978.28 		0 		0.879231
44 		0 		1.43388 		0 		7381.52 		0 		0.896186
45 		0 		1.47614 		0 		6477.16 		0 		0.9226
46 		0 		1.52386 		0 		5498.71 		0 		0.95243
47 		0 		1.56612 		0 		4676.13 		0 		0.978845
48 		0 		1.59325 		0 		4172.47 		0 		0.9958
49 		0 		1.60675 		0 		3929.35 		0 		1.00424
50 		0 		1.63388 		0 		3457.38 		0 		1.0212
51 		0 		1.67614 		0 		2768.6 		0 		1.04761
52 		0 		1.72386 		0 		2065.37 		0 		1.07744
53 		0 		1.76612 		0 		1515.4 		0 		1.10386
54 		0 		1.79325 		0 		1201.39 		0 		1.12081
55 		0 		1.80675 		0 		1057.04 		0 		1.12925
56 		0 		1.83388 		0 		792.287 		0 		1.14621
57 		0 		1.87614 		0 		450.227 		0 		1.17262
58 		0 		1.92386 		0 		174.337 		0 		1.20245
59 		0 		1.96612 		0 		35.2657 		0 		1.22886
60 		0 		1.99325 		0 		1.4204 		0 		1.24582
61 		0 		2.00675 		0 		1.4204 		0 		1.24582
62 		0 		2.03388 		0 		35.2656 		0 		1.22886
63 		0 		2.07614 		0 		174.337 		0 		1.20245
64 		0 		2.12386 		0 		450.227 		0 		1.17262
65 		0 		2.16612 		0 		792.287 		0 		1.14621
66 		0 		2.19325 		0 		1057.04 		0 		1.12925
67 		0 		2.20675 		0 		1201.39 		0 		1.12081
68 		0 		2.23388 		0 		1515.4 		0 		1.10386
69 		0 		2.27614 		0 		2065.37 		0 		1.07744
70 		0 		2.32386 		0 		2768.6 		0 		1.04761
71 		0 		2.36612 		0 		3457.38 		0 		1.0212
72 		0 		2.39325 		0 		3929.35 		0 		1.00424
73 		0 		2.40675 		0 		4172.47 		0 		0.9958
74 		0 		2.43388 		0 		4676.13 		0 		0.978845
75 		0 		2.47614 		0 		5498.71 		0 		0.95243
76 		0 		2.52386 		0 		6477.16 		0 		0.9226
77 		0 		2.56612 		0 		7381.52 		0 		0.896186
78 		0 		2.59325 		0 		7978.28 		0 		0.879231
79 		0 		2.60675 		0 		8279.65 		0 		0.870789
80 		0 		2.63388 		0 		8892.61 		0 		0.853833
81 		0 		2.67614 		0 		9865.38 		0 		0.827419
82 		0 		2.72386 		0 		10984.8 		0 		0.797589
83 		0 		2.76612 		0 		11989.5 		0 		0.771175
84 		0 		2.79325 		0 		12638.8 		0 		0.75422
85 		0 		2.80675 		0 		12962.9 		0 		0.745778
86 		0 		2.83388 		0 		13615 		0 		0.728824
87 		0 		2.87614 		0 		14631.4 		0 		0.70241
88 		0 		2.92386 		0 		15775.5 		0 		0.672581
89 		0 		2.96612 		0 		16781 		0 		0.646167
90 		0 		2.99325 		0 		17420.8 		0 		0.629213
91 		0 		3.00675 		0 		17737.3 		0 		0.620771
92 		0 		3.03388 		0 		18368.5 		0 		0.603817
93 		0 		3.07614 		0 		19337.8 		0 		0.577404
94 		0 		3.12386 		0 		20408.1 		0 		0.547575
95 		0 		3.16612 		0 		21330.8 		0 		0.521163
96 		0 		3.19325 		0 		21909.2 		0 		0.504209
97 		0 		3.20675 		0 		22192.8 		0 		0.495767
98 		0 		3.23388 		0 		22753.3 		0 		0.478813
99 		0 		3.27614 		0 		23600.6 		0 		0.452401
100 		0 		3.32386 		0 		24516.6 		0 		0.422574
101 		0 		3.36612 		0 		25288.7 		0 		0.396162
102 		0 		3.39325 		0 		25764 		0 		0.379208
103 		0 		3.40675 		0 		25994.5 		0 		0.370767
104 		0 		3.43388 		0 		26444.6 		0 		0.353813
105 		0 		3.47614 		0 		27110.8 		0 		0.327402
106 		0 		3.52386 		0 		27809.8 		0 		0.297575
107 		0 		3.56612 		0 		28379.6 		0 		0.271164
108 		0 		3.59325 		0 		28720.1 		0 		0.25421
109 		0 		3.60675 		0 		28882.2 		0 		0.245769
110 		0 		3.63388 		0 		29192.5 		0 		0.228816
111 		0 		3.67614 		0 		29634.5 		0 		0.202405
112 		0 		3.72386 		0 		30071.8 		0 		0.172579
113 		0 		3.76612 		0 		30403.1 		0 		0.146168
114 		0 		3.79325 		0 		30587.6 		0 		0.129215
115 		0 		3.80675 		0 		30671.1 		0 		0.120774
116 		0 		3.83388 		0 		30822.2 		0 		0.103821
117 		0 		3.87614 		0 		31012.7 		0 		0.0774101
118 		0 		3.92386 		0 		31161.4 		0 		0.0475841
119 		0 		3.96612 		0 		31234 		0 		0.0211734
120 		0 		3.99325 		0 		31251.2 		0 		0.00422046
1 		0 		0.00675305 		0 		3.66301 		0 		0.00422013
2 		0 		0.0338791 		0 		3.65897 		0 		0.0211718
3 		0 		0.0761381 		0 		3.64199 		0 		0.0475804
4 		0 		0.123862 		0 		3.60731 		0 		0.0774041
5 		0 		0.166121 		0 		3.56315 		0 		0.103813
6 		0 		0.193247 		0 		3.52831 		0 		0.120765
7 		0 		0.206753 		0 		3.50911 		0 		0.129205
8 		0 		0.233879 		0 		3.46691 		0 		0.146157
9 		0 		0.276138 		0 		3.3918 		0 		0.172566
10 		0 		0.323862 		0 		3.29389 		0 		0.20239
11 		0 		0.366121 		0 		3.19638 		0 		0.228799
12 		0 		0.393247 		0 		3.12881 		0 		0.245752
13 		0 		0.406753 		0 		3.0938 		0 		0.254192
14 		0 		0.433879 		0 		3.02087 		0 		0.271144
15 		0 		0.476138 		0 		2.90082 		0 		0.297554
16 		0 		0.523862 		0 		2.75686 		0 		0.32738
17 		0 		0.566121 		0 		2.62305 		0 		0.35379
18 		0 		0.593247 		0 		2.53452 		0 		0.370743
19 		0 		0.606753 		0 		2.48978 		0 		0.379184
20 		0 		0.633879 		0 		2.39878 		0 		0.396137
21 		0 		0.676138 		0 		2.25454 		0 		0.422548
22 		0 		0.723862 		0 		2.08925 		0 		0.452375
23 		0 		0.766121 		0 		1.94194 		0 		0.478786
24 		0 		0.793247 		0 		1.84744 		0 		0.49574
25 		0 		0.806753 		0 		1.80052 		0 		0.504181
26 		0 		0.833879 		0 		1.7067 		0 		0.521135
27 		0 		0.876138 		0 		1.56223 		0 		0.547548
28 		0 		0.923862 		0 		1.40266 		0 		0.577376
29 		0 		0.966121 		0 		1.26555 		0 		0.603789
30 		0 		0.993247 		0 		1.18003 		0 		0.620744
31 		0 		1.00675 		0 		1.13827 		0 		0.629186
32 		0 		1.03388 		0 		1.05616 		0 		0.646141
