# Kratos Output Displacements 
#
# curve_a.CurveGeometry3D
# solution step :: 0
# Id                        Init x:                        Init y:                        Init z:                Init rotartion:                         Disp x                         Disp y                         Disp z                  Disp rotation
#***********************************************************************************************************************************************************************************************************************************************************#
   1                           10.0                            5.0                            0.0                            0.0                            0.0                            0.0                            0.0                            0.0
   2             10.124999999999993              5.000000000000005                            0.0                            0.0        -1.4097025768933236e-08        -2.4231017192732907e-10                            0.0                            0.0
   3             10.375000000000007              4.999999999999988                            0.0                            0.0         -4.229195482707837e-08        -0.00045451360304493704                            0.0                            0.0
   4             10.749999999999993             5.0000000000000036                            0.0                            0.0         -3.389898640904221e-06          -0.002499822272572061                            0.0                            0.0
   5             11.250000000000007              4.999999999999998                            0.0                            0.0        -2.7685249378350818e-05          -0.007953929681666416                            0.0                            0.0
   6             11.874999999999993             4.9999999999999964                            0.0                            0.0        -0.00012415893155015567          -0.019316252033256376                            0.0                            0.0
   7             12.500000000000007             4.9999999999999964                            0.0                            0.0         -0.0003197849800322672          -0.035222661582098524                            0.0                            0.0
   8             13.124999999999993              4.999999999999998                            0.0                            0.0         -0.0006476060237616821           -0.05567231712227816                            0.0                            0.0
   9             13.750000000000021              4.999999999999991                            0.0                            0.0         -0.0011406577005885765           -0.08066413717939991                            0.0                            0.0
  10             14.249999999999986              5.000000000000005                            0.0                            0.0         -0.0016937050682734878           -0.10429026749012227                            0.0                            0.0
  11                         14.625              4.999999999999998                            0.0                            0.0          -0.002212563870491735           -0.12405254167506019                            0.0                            0.0
  12             14.874999999999993              5.000000000000007                            0.0                            0.0         -0.0026091250860478254           -0.13813500708109405                            0.0                            0.0
  13                           15.0             4.9999999999999964                            0.0                            0.0         -0.0028206194839395238           -0.14540311174033338                            0.0                            0.0
# Kratos Output Displacements 
#
# curve_b.CurveGeometry3D
# solution step :: 0
# Id                        Init x:                        Init y:                        Init z:                Init rotartion:                         Disp x                         Disp y                         Disp z                  Disp rotation
#***********************************************************************************************************************************************************************************************************************************************************#
   1                           15.0             4.9999999999999964                            0.0                            0.0            -0.0028206194839413            -0.1454031117403325                            0.0                            0.0
   2             15.124999999999986             5.0000000000000036                            0.0                            0.0          -0.003032113883245202           -0.15267121642377912                            0.0                            0.0
   3             15.375000000000007              4.999999999999991                            0.0                            0.0          -0.003481530262172683           -0.16766116970311362                            0.0                            0.0
   4             15.749999999999993             5.0000000000000036                            0.0                            0.0          -0.004238237291131597           -0.19150713917268636                            0.0                            0.0
   5             16.250000000000007              4.999999999999993                            0.0                            0.0          -0.005425541000633416           -0.22602302749353775                            0.0                            0.0
   6                         16.875             4.9999999999999964                            0.0                            0.0          -0.007239913464729852            -0.2737010434588454                            0.0                            0.0
   7             17.499999999999993             4.9999999999999964                            0.0                            0.0          -0.009417485778058676           -0.32590969354876176                            0.0                            0.0
   8             18.125000000000007              4.999999999999993                            0.0                            0.0          -0.011991195754973205           -0.38264621672214627                            0.0                            0.0
   9             18.750000000000007              4.999999999999998                            0.0                            0.0          -0.014993960260103023           -0.44390761248239663                            0.0                            0.0
  10             19.249999999999993              4.999999999999998                            0.0                            0.0          -0.017765730826258874           -0.49653403532534135                            0.0                            0.0
  11             19.624999999999993              5.000000000000002                            0.0                            0.0          -0.020067227051850267            -0.5380370217011112                            0.0                            0.0
  12             19.875000000000007              4.999999999999998                            0.0                            0.0           -0.02170490070177067            -0.5666088143451544                            0.0                            0.0
  13                           20.0              4.999999999999998                            0.0                            0.0          -0.022550120395276707            -0.5811204304783466                            0.0                            0.0
# Kratos Output Displacements 
#
# curve_c.CurveGeometry3D
# solution step :: 0
# Id                        Init x:                        Init y:                        Init z:                Init rotartion:                         Disp x                         Disp y                         Disp z                  Disp rotation
#***********************************************************************************************************************************************************************************************************************************************************#
   1                           20.0              4.999999999999998                            0.0                            0.0          -0.022550120395276707            -0.5811204304783466                            0.0                            0.0
   2             20.124999999999986              5.000000000000005                            0.0                            0.0          -0.023395340091635575            -0.5956320466356075                            0.0                            0.0
   3             20.375000000000007              4.999999999999993                            0.0                            0.0          -0.025138545221558672            -0.6251067185724608                            0.0                            0.0
   4             20.749999999999993              5.000000000000005                            0.0                            0.0          -0.027914933090610106             -0.670672661621345                            0.0                            0.0
   5             21.250000000000007              4.999999999999995                            0.0                            0.0           -0.03195307019903382            -0.7341335399980036                            0.0                            0.0
   6                         21.875              4.999999999999998                            0.0                            0.0           -0.03759400530843493            -0.8179659222352544                            0.0                            0.0
   7             22.499999999999993              4.999999999999998                            0.0                            0.0          -0.043860958796827276            -0.9063001552835415                            0.0                            0.0
   8             23.125000000000007              4.999999999999995                            0.0                            0.0           -0.05078665221261858            -0.9991315676082175                            0.0                            0.0
   9             23.750000000000007                            5.0                            0.0                            0.0           -0.05840377226683913            -1.0964552498423479                            0.0                            0.0
  10             24.249999999999993                            5.0                            0.0                            0.0           -0.06507672973706491            -1.1779038940056106                            0.0                            0.0
  11             24.624999999999993             5.0000000000000036                            0.0                            0.0           -0.07042195772597282             -1.241007159556546                            0.0                            0.0
  12             24.875000000000007                            5.0                            0.0                            0.0           -0.07414112369047388            -1.2839716015024285                            0.0                            0.0
  13                           25.0                            5.0                            0.0                            0.0           -0.07604016934845959              -1.30567762637643                            0.0                            0.0
# Kratos Output Displacements 
#
# curve_a.CurveGeometry3D
# solution step :: 1
# Id                        Init x:                        Init y:                        Init z:                Init rotartion:                         Disp x                         Disp y                         Disp z                  Disp rotation
#***********************************************************************************************************************************************************************************************************************************************************#
   1                           10.0                            5.0                            0.0                            0.0                            0.0                            0.0                            0.0                            0.0
   2             10.124999999999993              5.000000000000005                            0.0                            0.0        -5.6388184788147555e-08         -4.846203438546581e-10                            0.0                            0.0
   3             10.375000000000007              4.999999999999988                            0.0                            0.0        -1.6916807510369836e-07         -0.0009090275152994209                            0.0                            0.0
   4             10.749999999999993             5.0000000000000036                            0.0                            0.0        -1.3559608536439782e-05          -0.004999646246056422                            0.0                            0.0
   5             11.250000000000007              4.999999999999998                            0.0                            0.0         -0.0001107411105785161           -0.01590757632445161                            0.0                            0.0
   6             11.874999999999993             4.9999999999999964                            0.0                            0.0         -0.0004966152565728521          -0.038629224259353556                            0.0                            0.0
   7             12.500000000000007             4.9999999999999964                            0.0                            0.0         -0.0012790153740223076           -0.07043280107271066                            0.0                            0.0
   8             13.124999999999993              4.999999999999998                            0.0                            0.0           -0.00258998628628504           -0.11131157914699674                            0.0                            0.0
   9             13.750000000000021              4.999999999999991                            0.0                            0.0          -0.004561461004655598           -0.16125691112761675                            0.0                            0.0
